Date,Symbol,Close
5/22/15,STT,78.62
5/26/15,STT,77.61
5/27/15,STT,78.47
5/28/15,STT,79.12
5/29/15,STT,77.93
6/1/15,STT,77.44
6/2/15,STT,77.15
6/3/15,STT,78.35
6/4/15,STT,77.33
6/5/15,STT,78.52
6/8/15,STT,78.79
6/9/15,STT,79.15
6/10/15,STT,80.68
6/11/15,STT,80.84
6/12/15,STT,80.64
6/15/15,STT,79.82
6/16/15,STT,79.84
6/17/15,STT,79.49
6/18/15,STT,79.91
6/19/15,STT,78.95
6/22/15,STT,79.52
6/23/15,STT,79.9
6/24/15,STT,79.76
6/25/15,STT,78.66
6/26/15,STT,78.98
6/29/15,STT,76.29
6/30/15,STT,77
7/1/15,STT,77.43
7/2/15,STT,77.01
7/6/15,STT,76.62
7/7/15,STT,76.63
7/8/15,STT,74.6
7/9/15,STT,74.95
7/10/15,STT,75.97
7/13/15,STT,77.22
7/14/15,STT,77.54
7/15/15,STT,77.99
7/16/15,STT,79.3
7/17/15,STT,79.38
7/20/15,STT,79.8
7/21/15,STT,79.95
7/22/15,STT,80.82
7/23/15,STT,79.71
7/24/15,STT,75.38
7/27/15,STT,74.83
7/28/15,STT,76.17
7/29/15,STT,76.42
7/30/15,STT,77.15
7/31/15,STT,76.56
8/3/15,STT,77.19
8/4/15,STT,78.15
8/5/15,STT,78.1
8/6/15,STT,78.35
8/7/15,STT,78.51
8/10/15,STT,79.53
8/11/15,STT,78.43
8/12/15,STT,77.21
8/13/15,STT,77.55
8/14/15,STT,78.47
8/17/15,STT,78.13
8/18/15,STT,78.38
8/19/15,STT,77.95
8/20/15,STT,75.92
8/21/15,STT,73.88
8/24/15,STT,69.46
8/25/15,STT,68.09
8/26/15,STT,70.77
8/27/15,STT,72.94
8/28/15,STT,73.11
8/31/15,STT,71.92
9/1/15,STT,69.68
9/2/15,STT,70.82
9/3/15,STT,71.45
9/4/15,STT,70.03
9/8/15,STT,72.22
9/9/15,STT,71.26
9/10/15,STT,71.62
9/11/15,STT,71.52
9/14/15,STT,71.3
9/15/15,STT,71.93
9/16/15,STT,72.09
9/17/15,STT,71.49
9/18/15,STT,69
9/21/15,STT,69.84
9/22/15,STT,68.61
9/23/15,STT,68.56
9/24/15,STT,67.73
9/25/15,STT,68.74
9/28/15,STT,66.39
9/29/15,STT,66.62
9/30/15,STT,67.21
10/1/15,STT,67.11
10/2/15,STT,67.12
10/5/15,STT,68.67
10/6/15,STT,68.11
10/7/15,STT,69.02
10/8/15,STT,69.45
10/9/15,STT,68.77
10/12/15,STT,69.11
10/13/15,STT,67.71
10/14/15,STT,66.64
10/15/15,STT,68.51
10/16/15,STT,68.51
10/19/15,STT,67.82
10/20/15,STT,68.26
10/21/15,STT,67.19
10/22/15,STT,69.27
10/23/15,STT,67.14
10/26/15,STT,66.92
10/27/15,STT,67.47
10/28/15,STT,70.34
10/29/15,STT,69.78
10/30/15,STT,69
11/2/15,STT,70.32
11/3/15,STT,71.25
11/4/15,STT,71.27
11/5/15,STT,72.46
11/6/15,STT,73.62
11/9/15,STT,72.42
11/10/15,STT,71.43
11/11/15,STT,71.65
11/12/15,STT,70.62
11/13/15,STT,69.96
11/16/15,STT,70.59
11/17/15,STT,70.98
11/18/15,STT,72.88
11/19/15,STT,72.62
11/20/15,STT,72.78
11/23/15,STT,72.62
11/24/15,STT,72.34
11/25/15,STT,72.82
11/27/15,STT,72.8
11/30/15,STT,72.58
12/1/15,STT,72.43
12/2/15,STT,72.36
12/3/15,STT,71.34
12/4/15,STT,73.69
12/7/15,STT,72.52
12/8/15,STT,70.96
12/9/15,STT,68.83
12/10/15,STT,69.05
12/11/15,STT,66.12
12/14/15,STT,65.73
12/15/15,STT,67.41
12/16/15,STT,68.61
12/17/15,STT,66.4
12/18/15,STT,64.73
12/21/15,STT,65.77
12/22/15,STT,66.4
12/23/15,STT,67.16
12/24/15,STT,67.14
12/28/15,STT,67.17
12/29/15,STT,67.65
12/30/15,STT,66.57
12/31/15,STT,66.36
1/4/16,STT,65.14
1/5/16,STT,65.24
1/6/16,STT,63.07
1/7/16,STT,60.22
1/8/16,STT,58.65
1/11/16,STT,58.44
1/12/16,STT,59.35
1/13/16,STT,56.81
1/14/16,STT,57.44
1/15/16,STT,54.97
1/19/16,STT,55.54
1/20/16,STT,55.13
1/21/16,STT,54.43
1/22/16,STT,55.83
1/25/16,STT,54.22
1/26/16,STT,55.93
1/27/16,STT,51.91
1/28/16,STT,51.98
1/29/16,STT,55.73
2/1/16,STT,54.79
2/2/16,STT,52.97
2/3/16,STT,53.78
2/4/16,STT,55.11
2/5/16,STT,54.42
2/8/16,STT,53.57
2/9/16,STT,53.4
2/10/16,STT,53.73
2/11/16,STT,52.38
2/12/16,STT,54.68
2/16/16,STT,56.64
2/17/16,STT,56.58
2/18/16,STT,55.58
2/19/16,STT,56.19
2/22/16,STT,56.82
2/23/16,STT,55.63
2/24/16,STT,54.18
2/25/16,STT,54.74
2/26/16,STT,55.41
2/29/16,STT,54.78
3/1/16,STT,57.14
3/2/16,STT,57.69
3/3/16,STT,58.05
3/4/16,STT,58.67
3/7/16,STT,58.5
3/8/16,STT,57.28
3/9/16,STT,56.99
3/10/16,STT,56.57
3/11/16,STT,57.95
3/14/16,STT,57.76
3/15/16,STT,56.75
3/16/16,STT,56.85
3/17/16,STT,57.4
3/18/16,STT,59.05
3/21/16,STT,59.94
3/22/16,STT,59.36
3/23/16,STT,59.64
3/24/16,STT,58.75
3/28/16,STT,58.41
3/29/16,STT,58.49
3/30/16,STT,58.52
3/31/16,STT,58.52
4/1/16,STT,58.95
4/4/16,STT,58.8
4/5/16,STT,57.61
4/6/16,STT,58.2
4/7/16,STT,56.18
4/8/16,STT,56.27
4/11/16,STT,56.57
